task_id,condition,seed_index,answer_seed,passed,missing,category,syntax_valid,callable_interface_expected,required_names_present,answer_tokens,answer_ended_eos,answer_capped,repeated_fourgram_fraction,reasoning_seconds,answer_seconds,native_prefill_seconds,mapping_seconds,splice_seconds,cache_clone_seconds,bridge_seconds,first_answer_token_seconds,source_cache_reconstruction_seconds,reasoning_resume_reconstruction_seconds,checkpoint_load_seconds,reasoning_prompt_prefill_seconds,reasoning_generation_including_checkpoint_io_seconds,answer_resume_reconstruction_seconds,inference_timing_complete,single_output_inference_seconds,reasoning_model,history_only_amortized_three_answer_seconds,checkpoint_io_seconds,model_loading_seconds,cpu_scoring_recorded_wall_seconds,cpu_scoring_attempts_without_wall_timing,answer_recorded_checkpoint_persistence_seconds,answer_recorded_checkpoint_preparation_seconds,answer_recorded_telemetry_seconds,answer_recorded_progress_publish_seconds,answer_recorded_result_materialization_seconds,answer_recorded_identity_binding_seconds,answer_overhead_scope_complete,reasoning_recorded_checkpoint_persistence_seconds,reasoning_recorded_checkpoint_preparation_seconds,reasoning_recorded_telemetry_seconds,reasoning_recorded_progress_publish_seconds,reasoning_recorded_result_materialization_seconds,reasoning_recorded_identity_binding_seconds,reasoning_overhead_scope_complete,recorded_checkpoint_io_seconds,answer_path,answer_sha256,score_path,score_sha256
leetcode/3731,A,0,5674809076917256414,True,False,pass,True,True,True,500,True,False,0.12474849094567404,136.44733712309971,35.18688383093104,0.0,0.0,0.0,0.00940846186131239,0.07045015087351203,0.07601888990029693,,0.0,0.0,0.09735067281872034,136.349986450281,0.0,True,171.64362941589206,source,80.67873800049226,0.2982788160443306,,1.9423894062638283,0,0.06343932077288628,0.00804736977443099,0.07119447039440274,0.07881927769631147,0.011231816839426756,0.005408886820077896,True,0.23483949527144432,0.03192327078431845,0.307488810736686,0.3083911892026663,0.01973135769367218,0.004667663015425205,True,0.2982788160443306,primary/tasks/leetcode__3731/A/seed_0/answer.json,b07a8bc121c01009e6b6795df846bfb58d70e5d567fe16fdb75f74572e803601,primary/scoring/scores/9af46cf6393eb058948cbc8e51df0b2dfa2dd9fd0f73db4fab3969162a1c5bcc/score.json,72124fc5f7e5cd4d6134be17249aab3150d4ff0132a940cecb2762e3ac357fce
leetcode/3731,A,1,4604223465193410274,True,False,pass,True,True,True,495,True,False,0.1483739837398374,136.44733712309971,35.05222318554297,0.0,0.0,0.0,0.004166780970990658,0.0699138711206615,0.07587571628391743,,0.0,0.0,0.09735067281872034,136.349986450281,0.0,True,171.50372708961368,source,80.53883567421387,0.3420332777313888,,1.9646017029881477,0,0.10719378245994449,0.012264363933354616,0.12441155454143882,0.11234402563422918,0.013592685107141733,0.005802845116704702,True,0.23483949527144432,0.03192327078431845,0.307488810736686,0.3083911892026663,0.01973135769367218,0.004667663015425205,True,0.3420332777313888,primary/tasks/leetcode__3731/A/seed_1/answer.json,830ac37210343076fe2e66ba9597d899a4971958977e175397186c8e8c9b5c4d,primary/scoring/scores/e6cf6dd96f805f0db4ee77d355a4187db49e87bec1177443ab74cbdcc6bf6c3d/score.json,7ac0ee3dc2ba69db2b43777d736bdad62f69fd7f693231113e47cfd55f39ea4f
leetcode/3731,A,2,2555872696271698909,True,False,pass,True,True,True,503,True,False,0.13,136.44733712309971,35.544850055128336,0.0,0.0,0.0,0.004158295225352049,0.07166834501549602,0.0794181670062244,,0.0,0.0,0.09735067281872034,136.349986450281,0.0,True,171.9963454734534,source,81.0314540580536,0.29744544345885515,,1.8967107832431793,0,0.06260594818741083,0.00771644152700901,0.07207800447940826,0.06951513746753335,0.011514158919453621,0.014191068708896637,True,0.23483949527144432,0.03192327078431845,0.307488810736686,0.3083911892026663,0.01973135769367218,0.004667663015425205,True,0.29744544345885515,primary/tasks/leetcode__3731/A/seed_2/answer.json,31a5c48dec9bba73617301a809194e6ca02a78c6c05ebbc5d0288db72dc891c0,primary/scoring/scores/5c68a5cefdb9b05d3e692c0db392ff47098250adf07a1a9563fb9e0bafc83a97/score.json,b079edaebf1eab6293ba1b1588e0c4e83f0fc9ed48dbf2213bf3337ccc4fe87b
leetcode/3731,B,0,5674809076917256414,True,False,pass,True,True,True,516,True,False,0.1695906432748538,82.21726996824145,20.92468063160777,0.0,0.0,0.0,0.005125150084495544,0.03955533914268017,0.04481694661080837,,0.0,0.0,0.05615864600986242,82.16111132223159,0.0,True,103.14707574993372,receiver,48.33556243777275,0.283917055465281,,1.869016870856285,0,0.07445496041327715,0.007661696523427963,0.07023280300199986,0.08876858465373516,0.010573944076895714,0.005016690120100975,True,0.20946209505200386,0.026994154788553715,0.2803807007148862,0.2810376090928912,0.013521436601877213,0.004054844379425049,True,0.283917055465281,primary/tasks/leetcode__3731/B/seed_0/answer.json,7f5e08e3dd06e2be628af1217b6efc32cc80f2880e5fe9b0fed0a77597b5f54e,primary/scoring/scores/5279238040fef20ed21e8323eb1805a08c4ccb0123522436d0f516d72306ff91/score.json,33a78e7e76bc1068c503ec9520a831cb22fa10f23e53817d87a3ccd7ab959030
leetcode/3731,B,1,4604223465193410274,True,False,pass,True,True,True,481,True,False,0.13389121338912133,82.21726996824145,19.390127731487155,0.0,0.0,0.0,0.002715473063290119,0.04125529807060957,0.0468220179900527,,0.0,0.0,0.05615864600986242,82.16111132223159,0.0,True,101.6101131727919,receiver,46.79859986063093,0.2789992615580559,,1.8940842673182487,0,0.06953716650605202,0.00700660515576601,0.06560387555509806,0.06959722377359867,0.012107860296964645,0.011190156452357769,True,0.20946209505200386,0.026994154788553715,0.2803807007148862,0.2810376090928912,0.013521436601877213,0.004054844379425049,True,0.2789992615580559,primary/tasks/leetcode__3731/B/seed_1/answer.json,6acdd8f4e66ca5a03d64f650ab4f9c0c1ead760db9c9be881f6692403c0e2013,primary/scoring/scores/d972cee8bd1144080d5dab7500a70864e3055006092c12411e2c5d914e1ca666/score.json,93f161ce57267a3fbc396b09643d4d355b36495bacea381d69c3a754fa6f12f5
leetcode/3731,B,2,2555872696271698909,True,False,pass,True,True,True,541,True,False,0.1449814126394052,82.21726996824145,21.807890090160072,0.0,0.0,0.0,0.002417813055217266,0.039968532510101795,0.04541552625596523,,0.0,0.0,0.05615864600986242,82.16111132223159,0.0,True,104.02757787145674,receiver,49.21606455929577,0.2780204704031348,,1.7760697975754738,0,0.06855837535113096,0.007725884206593037,0.0703470166772604,0.0767974741756916,0.01632093358784914,0.005022834055125713,True,0.20946209505200386,0.026994154788553715,0.2803807007148862,0.2810376090928912,0.013521436601877213,0.004054844379425049,True,0.2780204704031348,primary/tasks/leetcode__3731/B/seed_2/answer.json,f056e84702bf738933365ad16300510ad88d3a1b53eb871036c5090be1b4e411,primary/scoring/scores/afa17cda4530fce0f15fcfa6e9f653d9e0891014044355251b56b21fb1f125ba/score.json,c6e99f64c5b7d90a6e0f35542a0b4a3e9373028b1ebe28df66e25db2197405ec
leetcode/3731,D,0,5674809076917256414,True,False,pass,True,True,True,543,True,False,0.14444444444444443,136.44733712309971,22.70157919637859,0.2448140410706401,0.0,0.0,0.0024390309117734432,0.04257011692970991,0.055717436131089926,0.4768523219972849,0.0,0.0,0.09735067281872034,136.349986450281,0.0,True,159.39616939146072,source,68.43127797606091,0.333145912270993,,1.8115618377923965,0,0.09830641699954867,0.012200928293168545,0.14159538596868515,0.09238658240064979,0.01107516698539257,0.0064647919498384,True,0.23483949527144432,0.03192327078431845,0.307488810736686,0.3083911892026663,0.01973135769367218,0.004667663015425205,True,0.333145912270993,primary/tasks/leetcode__3731/D/seed_0/answer.json,bb8ac00f06064f4576e9037e33e75ef349e2ff01989ce02af70d9517426e961c,primary/scoring/scores/765f28857a0de9e581ddb7b50422d6a5785086697a98e845e1fced19d46574b8/score.json,8b78594fd9728b4199d0de8012f777f015d223fadb78bfee7825870594a9d8a5
leetcode/3731,D,1,4604223465193410274,True,False,pass,True,True,True,554,True,False,0.19056261343012704,136.44733712309971,22.98128044977784,0.2448140410706401,0.0,0.0,0.002494676038622856,0.04109179601073265,0.046297034714370966,0.4768523219972849,0.0,0.0,0.09735067281872034,136.349986450281,0.0,True,159.67592628998682,source,68.71103487458701,0.3067403049208224,,1.7484773769974709,0,0.07190080964937806,0.007957278285175562,0.07445814367383718,0.08961571147665381,0.011497983243316412,0.005566779058426619,True,0.23483949527144432,0.03192327078431845,0.307488810736686,0.3083911892026663,0.01973135769367218,0.004667663015425205,True,0.3067403049208224,primary/tasks/leetcode__3731/D/seed_1/answer.json,c5c663ef2653b491ef004807ce49c036a38d6ae4085f4169d9315d796b2884b9,primary/scoring/scores/f7568e6facf19e3fb6f98f886e8169eb6c291f6719c84a2d42a6417980781e7b/score.json,151b6e6561bcb21b5fa7438ff3fc456a972afd9dd148fa449f95209c4e4e47ca
leetcode/3731,D,2,2555872696271698909,True,False,pass,True,True,True,561,True,False,0.17025089605734767,136.44733712309971,23.28042713040486,0.2448140410706401,0.0,0.0,0.002606827300041914,0.04122416116297245,0.046855295076966286,0.4768523219972849,0.0,0.0,0.09735067281872034,136.349986450281,0.0,True,159.97518512187526,source,69.01029370647545,0.31772689428180456,,1.8812308982014656,0,0.08288739901036024,0.008572511840611696,0.07801043195649981,0.07867280254140496,0.01086881710216403,0.005372704938054085,True,0.23483949527144432,0.03192327078431845,0.307488810736686,0.3083911892026663,0.01973135769367218,0.004667663015425205,True,0.31772689428180456,primary/tasks/leetcode__3731/D/seed_2/answer.json,a9307e0b2a410bd8aa53c8e35582e3fcc9f79eb8de430f8b268cd272bcbcda99,primary/scoring/scores/e15ccade380a1065cbe59f8707933ee4797a751e3ab64a70605f37f68f469943/score.json,7eae1366a0348c0b7ed272fd997eba1d36ba99f788bb5b8d74ceaefc85ffac4c
leetcode/3731,P,0,5674809076917256414,True,False,pass,True,True,True,356,True,False,0.09348441926345609,0.0,14.84908208111301,0.055355614982545376,0.0,0.0,0.0068140579387545586,0.04193443991243839,0.05965763097628951,0.0,0.0,0.0,0.0,0.0,0.0,True,14.91125175403431,,14.91125175403431,0.0645376993343234,,1.9564786031842232,0,0.0645376993343234,0.008784844540059566,0.05541029525920749,0.05214857682585716,0.01168047497048974,0.004704877268522978,True,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0645376993343234,primary/tasks/leetcode__3731/P/seed_0/answer.json,4f8834f7b3bef979b351dbc70e9894206fca2a01e3a4a927e7f22d76a41e6308,primary/scoring/scores/153949b77c7f309da1987e14388eb7097ae1cb8c6c982e034c52fe82ae90141d/score.json,cb7a6ac59466737400dd4f90f402fc8bb4d7ff890d661b7b84a6e436ac60d128
