task_id,condition,seed_index,answer_seed,training_seed,cohort,passed,missing,category,syntax_valid,callable_interface_expected,required_names_present,answer_tokens,answer_ended_eos,answer_capped,repeated_fourgram_fraction,reasoning_seconds,answer_seconds,native_prefill_seconds,mapping_seconds,splice_seconds,cache_clone_seconds,bridge_seconds,first_answer_token_seconds,source_cache_reconstruction_seconds,reasoning_resume_reconstruction_seconds,checkpoint_load_seconds,reasoning_prompt_prefill_seconds,reasoning_generation_including_checkpoint_io_seconds,answer_resume_reconstruction_seconds,inference_timing_complete,single_output_inference_seconds,reasoning_model,history_only_amortized_three_answer_seconds,checkpoint_io_seconds,model_loading_seconds,cpu_scoring_recorded_wall_seconds,cpu_scoring_attempts_without_wall_timing,answer_recorded_checkpoint_persistence_seconds,answer_recorded_checkpoint_preparation_seconds,answer_recorded_telemetry_seconds,answer_recorded_progress_publish_seconds,answer_recorded_result_materialization_seconds,answer_recorded_identity_binding_seconds,answer_overhead_scope_complete,reasoning_recorded_checkpoint_persistence_seconds,reasoning_recorded_checkpoint_preparation_seconds,reasoning_recorded_telemetry_seconds,reasoning_recorded_progress_publish_seconds,reasoning_recorded_result_materialization_seconds,reasoning_recorded_identity_binding_seconds,reasoning_overhead_scope_complete,recorded_checkpoint_io_seconds,answer_path,answer_sha256,score_path,score_sha256
leetcode/3731,FIXED_M,0,5674809076917256414,20260919,secondary,True,False,pass,True,True,True,498,True,False,0.09494949494949495,136.44733712309971,20.65816985955462,0.0,0.03865546779707074,0.0,0.004893471021205187,0.04191556992009282,0.04802916385233402,0.4897349448874593,0.0,1.923275335226208,0.09735067281872034,136.349986450281,0.0,True,157.1490559214726,source,66.1841645060728,0.30880850506946445,,1.6913878545165062,0,0.07396900979802012,0.009825547691434622,0.07204108964651823,0.07473368803039193,0.01072313915938139,0.0068510668352246284,True,0.23483949527144432,0.03192327078431845,0.307488810736686,0.3083911892026663,0.01973135769367218,0.004667663015425205,True,0.30880850506946445,secondary/tasks/leetcode__3731/FIXED_M/seed_0/answer.json,e4f672277159fe030227a60c236a2822ed66a67ed000660a998294d51659be21,secondary/scoring/scores/d4eab7bb98aaed5ff5729e609fc0cb265c1d1651ec004f6797cfa78bcbfaa9c2/score.json,c8e5800c1e1e55b5d1eabdf6a6744831c059e8e3ec8e1c71266665f04990c084
leetcode/3731,FIXED_M,1,4604223465193410274,20260919,secondary,True,False,pass,True,True,True,529,True,False,0.11406844106463879,136.44733712309971,21.848749223165214,0.0,0.03865546779707074,0.0,0.002444357145577669,0.04134461935609579,0.04739293735474348,0.4897349448874593,0.0,1.923275335226208,0.09735067281872034,136.349986450281,0.0,True,158.33718617120758,source,67.37229475580777,0.31173531245440245,,1.820939064025879,0,0.07689581718295813,0.008229028433561325,0.07583256950601935,0.09328400855883956,0.012635685037821531,0.0052374061197042465,True,0.23483949527144432,0.03192327078431845,0.307488810736686,0.3083911892026663,0.01973135769367218,0.004667663015425205,True,0.31173531245440245,secondary/tasks/leetcode__3731/FIXED_M/seed_1/answer.json,546c3f62a71819992a92341e9e252af09e845f36a74f0d721516a23674b79a5b,secondary/scoring/scores/99459d293d410905ec6c0c7c33cb529129bc95995c563b6512431e7170e0ec2e/score.json,03160b31364fc94d274c9a3bdd848404e08d722c8099cec180db405f16c7d41e
leetcode/3731,FIXED_M,2,2555872696271698909,20260919,secondary,True,False,pass,True,True,True,527,True,False,0.11259541984732824,136.44733712309971,21.996357139665633,0.0,0.03865546779707074,0.0,0.0024634399451315403,0.041869503911584616,0.04771924763917923,0.4897349448874593,0.0,1.923275335226208,0.09735067281872034,136.349986450281,0.0,True,158.48481317050755,source,67.51992175510775,0.32875138986855745,,1.792489543557167,0,0.09391189459711313,0.017872619908303022,0.10238657798618078,0.09936886606737971,0.014816445298492908,0.005386206787079573,True,0.23483949527144432,0.03192327078431845,0.307488810736686,0.3083911892026663,0.01973135769367218,0.004667663015425205,True,0.32875138986855745,secondary/tasks/leetcode__3731/FIXED_M/seed_2/answer.json,09bfeacc59145781ae258b419929b347979da806cf5aee7220fccb7d433dae60,secondary/scoring/scores/76be34039f1c7c8f8de519bd06f86445396ec987a683cc4f9f3927cd1647e659/score.json,e30abcd267b6e14421ae5d448f96a9614f3bcccc9aa9761d29c81c9701449aa3
leetcode/3731,ROTATING_M,0,5674809076917256414,20260919,secondary,True,False,pass,True,True,True,558,True,False,0.10270270270270271,136.44733712309971,23.21016110898927,0.0,0.04120992822572589,0.0,0.00489396508783102,0.04230342619121075,0.04880813788622618,0.4897349448874593,0.0,1.9431846989318728,0.09735067281872034,136.349986450281,0.0,True,159.70360212540254,source,68.73871071000274,0.3098292755894363,,1.5497355312108994,0,0.07498978031799197,0.00881736446171999,0.08069744659587741,0.09191864216700196,0.012508104089647532,0.00605354318395257,True,0.23483949527144432,0.03192327078431845,0.307488810736686,0.3083911892026663,0.01973135769367218,0.004667663015425205,True,0.3098292755894363,secondary/tasks/leetcode__3731/ROTATING_M/seed_0/answer.json,76e505eb2aab09f75553f30e8272aa4dc247375bfd405f1132b93d1bdafbc3d5,secondary/scoring/scores/b3987550a6d0805206495869971721523aab0f17fa05b2c4b091fb3c66438b2e/score.json,416d582a82e7d904496e371c98520750e54653830150b2238cf04cad86dbb39c
leetcode/3731,ROTATING_M,1,4604223465193410274,20260919,secondary,True,False,pass,True,True,True,597,True,False,0.1111111111111111,136.44733712309971,25.028200277127326,0.0,0.04120992822572589,0.0,0.003135404083877802,0.041001570876687765,0.04661075724288821,0.4897349448874593,0.0,1.9431846989318728,0.09735067281872034,136.349986450281,0.0,True,161.51988273253664,source,70.55499131713684,0.32167715346440673,,1.5531838238239288,0,0.08683765819296241,0.01031259261071682,0.09133408917114139,0.0921604884788394,0.011662669014185667,0.00575066776946187,True,0.23483949527144432,0.03192327078431845,0.307488810736686,0.3083911892026663,0.01973135769367218,0.004667663015425205,True,0.32167715346440673,secondary/tasks/leetcode__3731/ROTATING_M/seed_1/answer.json,a241338857b718755e747e4497af699c9da75a82e70349f2e2380ae33fa0cd1e,secondary/scoring/scores/96f8a5772e60e52e95246d7c78953e4b4074ad0e75efe6315d5b4c15d2a2901b/score.json,4f06f7258eabaafe124aca705aabf0e66f28ee260f9b5f3a2d3317ec9406d22e
leetcode/3731,ROTATING_M,2,2555872696271698909,20260919,secondary,True,False,pass,True,True,True,569,True,False,0.15724381625441697,136.44733712309971,23.647921747062355,0.0,0.04120992822572589,0.0,0.0024473373778164387,0.040543884970247746,0.048221486154943705,0.4897349448874593,0.0,1.9431846989318728,0.09735067281872034,136.349986450281,0.0,True,160.1389161357656,source,69.17402472036581,0.3079563337378204,,1.5655401274561882,0,0.07311683846637607,0.008626775816082954,0.0876129656098783,0.09206863911822438,0.012200222816318274,0.005159159190952778,True,0.23483949527144432,0.03192327078431845,0.307488810736686,0.3083911892026663,0.01973135769367218,0.004667663015425205,True,0.3079563337378204,secondary/tasks/leetcode__3731/ROTATING_M/seed_2/answer.json,65fff3c3b6ce4226f360d15323504723df1b4f79ae844cd78c29368b9f9a7e6e,secondary/scoring/scores/f491714e8b26e7c746b7b6d8318bced5641dcb34c29b7a042a0e70231cb586e6/score.json,4c4245dbebac30d17cebb7695d19233c1d8e53649b78ae349681c0b13a8d6e7e
leetcode/3731,FIXED_H,0,5674809076917256414,20260919,secondary,True,False,pass,True,True,True,535,True,False,0.16729323308270677,136.44733712309971,22.25174258230254,0.04675097577273846,0.041049587074667215,0.0035943808034062386,0.0026912079192698,0.04196877311915159,0.05184581037610769,0.4897349448874593,0.0,2.150205188896507,0.09735067281872034,136.349986450281,0.0,True,158.79316585697234,source,67.82827444157253,0.31669396674260497,,1.5778924822807312,0,0.08185447147116065,0.012072115205228329,0.0813743551261723,0.08704407000914216,0.012234695721417665,0.007661462761461735,True,0.23483949527144432,0.03192327078431845,0.307488810736686,0.3083911892026663,0.01973135769367218,0.004667663015425205,True,0.31669396674260497,secondary/tasks/leetcode__3731/FIXED_H/seed_0/answer.json,f421b138943cf733c9c9db550a3677b8d7195b1eb4c4dbfe5023781cfa886c66,secondary/scoring/scores/6c37131ed3de60d5658a50af2df30b3f86862b438822a7642848620bb535ddd4/score.json,a889e03035c6a2258fe6866d30331e7ff029b9942e471c2ede49f90368d51656
leetcode/3731,FIXED_H,1,4604223465193410274,20260919,secondary,True,False,pass,True,True,True,527,True,False,0.1450381679389313,136.44733712309971,21.89652016526088,0.04675097577273846,0.041049587074667215,0.0035943808034062386,0.002438995987176895,0.04091087216511369,0.04736406449228525,0.4897349448874593,0.0,2.150205188896507,0.09735067281872034,136.349986450281,0.0,True,158.43769122799858,source,67.47279981259878,0.3105014697648585,,1.5222280323505402,0,0.07566197449341416,0.008380262181162834,0.08051758771762252,0.09351407503709197,0.011883656959980726,0.005222725681960583,True,0.23483949527144432,0.03192327078431845,0.307488810736686,0.3083911892026663,0.01973135769367218,0.004667663015425205,True,0.3105014697648585,secondary/tasks/leetcode__3731/FIXED_H/seed_1/answer.json,b7a4856564948bab6eeb0ba2a1df0fbc2545fff94a189e9d8c1838822b0f6e0f,secondary/scoring/scores/8cdabfaec6ae2208de0ac7b1295bd517d48155e23901f4c9a82c6781e9d437e7/score.json,10bbdca7a528d4f65c8736f8baa16495377bce4b71dc4fb41b62738202c32ac1
leetcode/3731,FIXED_H,2,2555872696271698909,20260919,secondary,True,False,pass,True,True,True,509,True,False,0.1383399209486166,136.44733712309971,20.96382217016071,0.04675097577273846,0.041049587074667215,0.0035943808034062386,0.002452308312058449,0.04090268211439252,0.04617569223046303,0.4897349448874593,0.0,2.150205188896507,0.09735067281872034,136.349986450281,0.0,True,157.5050065452233,source,66.54011512982349,0.2986508412286639,,1.738143339753151,0,0.0638113459572196,0.007451373152434826,0.0684196031652391,0.0679987259209156,0.011139052920043468,0.005868772976100445,True,0.23483949527144432,0.03192327078431845,0.307488810736686,0.3083911892026663,0.01973135769367218,0.004667663015425205,True,0.2986508412286639,secondary/tasks/leetcode__3731/FIXED_H/seed_2/answer.json,6ee2dc8686603598adbeeb6105b77234231bf23de109cfd4b240d77c1ea1fe4f,secondary/scoring/scores/edeab4d2c1c0949e02fea183a07b6fc9c58f95f1e1bbfb154f4504c2fd4aeb2b/score.json,57b4901de22359fac021f48185ce9549796c2ff9681f70abb8dbd458d8765a76
leetcode/3731,ROTATING_H,0,5674809076917256414,20260919,secondary,True,False,pass,True,True,True,583,True,False,0.16724137931034483,136.44733712309971,24.92862357571721,0.04675097577273846,0.040592179633677006,0.0034782541915774345,0.002701202407479286,0.041842756792902946,0.04843220300972462,0.4897349448874593,0.0,1.884001870173961,0.09735067281872034,136.349986450281,0.0,True,161.4694833108224,source,70.50459189542259,0.48516268376260996,,1.7823368310928345,0,0.25032318849116564,0.009684705641120672,0.11840602662414312,0.12116368534043431,0.01311948336660862,0.010590718127787113,True,0.23483949527144432,0.03192327078431845,0.307488810736686,0.3083911892026663,0.01973135769367218,0.004667663015425205,True,0.48516268376260996,secondary/tasks/leetcode__3731/ROTATING_H/seed_0/answer.json,17be283276f18e57544a9db3687e3296a738be8de51cf1da35f5df363f5435b9,secondary/scoring/scores/18efc974fa84422dcc6f42b582cf26010d302fb6bf25df1f727b7cd027fb46cb/score.json,7e9ed5497fd74c493785f514ac993a4c3914923a61d4dccaa765d26efbc40562
